ID,NameSubtext_lang,Description_lang,AuraDescription_lang
6659,Rank 1,Teaches Healing Touch (Rank 1).,
6660,,"Shoots at an enemy, inflicting Physical damage.",
6661,,,
6662,,,
6664,,Stuns an enemy and attempts to run away causing the enemy to lose interest in attacking the cat.,
6666,Cat,"Teaches your tamed cat the Survival Instinct ability. Survival Instinct stuns an enemy and attempts to run away causing the enemy to lose interest in attacking the cat.
Requires: 
Pet Level 22+",
6667,,"Allows a hunter to teach $ghis:her; tamed cat the Survival Instinct ability. Survival Instinct stuns an enemy and attempts to run away causing the enemy to lose interest in attacking the cat.
Requires: 
Pet Level 13+",
6668,,Shoots a firework into the air that bursts into a thousand red stars.,
6669,,Runs away from an enemy,
6671,,,
6672,,,
6673,Rank 1,"The warrior shouts, increasing the melee attack power of all party members within $a1 yards by $s1.  Lasts $d.",Increases your melee attack power by $w1.
6674,Rank 1,,
6677,,,
6681,,Makes the Paladin immune to Disease.,
6685,,"Shoots at an enemy, inflicting normal damage and reducing the enemy's armor by $s2 for $d.",Armor reduced by $s2.
6686,,,
6687,,Teaches you how to sew a Red Linen Bag.,
6688,,,
6689,,Teaches you how to sew a Red Woolen Bag.,
6690,,,
6691,,,
6692,,,
6693,,,
6694,,Teaches you how to sew a Green Silk Pack.,
6695,,,
6696,,Teaches you how to sew a Black Silk Pack.,
6700,,Teleports Arugal to his lair.,
6701,,Teaches you how to sew a Rich Purple Silk Shirt.,
6702,,,
6703,,,
6704,,,
6705,,,
6706,,Teaches you how to craft a Murloc Scale Belt.,
6707,,Teaches you how to craft a Murloc Scale Breastplate.,
6708,,Teaches you how to craft Thick Murloc Armor.,
6709,,Teaches you how to craft Murloc Scale Bracers.,
6711,Rank 1,Increases the party's movement speed by $s1% for $d.,Movement speed increased by $s1%.
6712,Rank 1,,
6713,,"Disarms an enemy, forcing it to stop wielding its weapon for $d.",Not wielding a weapon.
6714,,,
6716,,,Teleporting
6717,,Place upon the Flame of Uzel.,
6718,,,
6719,,Sends player to Auberdine,
6724,Rank 1,Grants immunity from all damage and spells for $d.,Immune to damage and spells.
6725,,"Calls down a pillar of flame, burning all enemies in a selected area for $s1 Fire damage and an additional $s2 damage every $t2 sec. for $d.",
6726,,"Silences an enemy, preventing it from casting spells for $d.",Cannot cast spells.
6727,,Don't eat me.,
6728,Rank 1,"Surrounds an enemy with a cyclone for up to $d. If the target takes any damage, it will break free of the imprisoning winds.",Stunned.
6730,,"Stuns an enemy, rendering it unable to move or attack for $d.",Stunned.
6733,Rank 1,,
6734,Rank 1,,
6735,Rank 1,,
6736,Rank 1,,
6737,Rank 1,,
6741,,,
6742,,Increases an ally's attack speed by $s1% for $d.,Attack speed increased by $s1%.
6743,,Allows the player to ride a horse.,
6744,,Allows the player to ride a ram.,
6745,,Allows the player to ride a tiger.,
6746,,Allows the player to ride a wolf.,
6747,,,
6748,,,
6749,,,Stunned.
6750,,,
6751,,Inflicts $s1 Nature damage to an enemy every $t1 sec. for $d.,$s1 Nature damage inflicted every $t1 sec.
6752,,Adds a chance to poison a target on a successful hit.,
6753,,You're fresh!,
6754,,,
6755,,Tells a funny joke,
6756,Rank 3,Increases the friendly target's armor by $s1 and all attributes by $s2 for $d.,Increases armor by $s1 and all attributes by $s2.
6757,,,
6758,,The ultimate party favor!,
6759,,Feeling funky!,
6760,Rank 2,"Finishing move that causes damage per combo point, increased by Attack Power:
   1 point  : 14-22 damage
   2 points: 25-33 damage
   3 points: 36-44 damage
   4 points: 47-55 damage
   5 points: 58-66 damage",
6761,Rank 3,"Finishing move that causes damage per combo point, increased by Attack Power:
   1 point  : 25-39 damage
   2 points: 44-58 damage
   3 points: 63-77 damage
   4 points: 82-96 damage
   5 points: 101-115 damage",
6762,Rank 4,"Finishing move that causes damage per combo point, increased by Attack Power:
   1 point  : 41-61 damage
   2 points: 72-92 damage
   3 points: 103-123 damage
   4 points: 134-154 damage
   5 points: 165-185 damage",
6763,Rank 2,,
6764,Rank 3,,
6765,Rank 4,,
6766,,,
6767,,Marks the player with a purple arrow. Lasts for 10 minutes.,You have failed the Test of Lore! You carry the Mark of Shame! For shame!!
6768,Rank 2,"Performs a feint, causing no damage but lowering your threat by a medium amount, making the enemy less likely to attack you.",
6769,Rank 2,,
6770,Rank 1,Incapacitates the target for up to $d.  Must be stealthed.  Only works on Humanoids that are not in combat.    Any damage caused will revive the target.  Only 1 target may be sapped at a time.,Incapacitated.
6771,Rank 2,,
6772,Rank 2,"Trips the enemy humanoid, causing $s2 damage and knocking the opponent down for $d.  Awards $s3 combo point.",
6773,Rank 2,,
6774,Rank 2,"Finishing move that increases melee attack speed by $s2%.  Lasts longer per combo point:
   1 point  : 9 seconds
   2 points: 12 seconds
   3 points: 15 seconds
   4 points: 18 seconds
   5 points: 21 seconds",Melee attack speed increased by $s2%.
6775,Rank 2,,
6777,,Summons and dismisses a rideable gray ram.,Increases speed by $s2%.
6778,Rank 6,Heals a friendly target for $s1.,
6779,Rank 6,,
6780,Rank 6,Causes $s1 Nature damage to the target.,
6781,Rank 6,,
6782,Rank 4,,
6783,Rank 2,"Allows the Druid to prowl around, but reduces your movement speed by $s2%.  Lasts until cancelled.",Stealthed.  Movement speed slowed by $s2%.
6784,Rank 2,,
6785,Rank 1,"Ravage the target, causing $s2% damage plus 147 to the target.  Must be prowling and behind the target.  Awards $s3 combo $lpoint:points;.",
6786,Rank 1,,
6787,Rank 2,"Ravage the target, causing $s2% damage plus 217 to the target.  Must be prowling and behind the target.  Awards $s3 combo $lpoint:points;.",
6788,,,Cannot be Power Word: Shielded.
6789,Rank 1,Causes the enemy target to run in horror for $d and causes $s1 Shadow damage.  The caster gains 100% of the damage caused in health.,Horrified.
6790,Rank 2,,
6791,Rank 1,,
6792,,,
6793,Rank 2,Increases damage done by $s1 for $d.,Increases damage done by $s1.
6794,Rank 2,,
6795,,"Taunts the target to attack you, but has no effect if the target is already attacking you.",
6796,,,
6798,Rank 2,Stuns the target for $d.,Stunned.
6799,Rank 2,,
6800,Rank 2,"Shred the target, causing $s2% damage plus 72 to the target.  Must be behind the target.  Awards $s3 combo $lpoint:points;.",
6801,Rank 2,,
6802,,,
6803,,Fill the Etched Phial at the Ashenvale moonwell.,
6805,,,
6806,Rank 1,,
6807,Rank 1,Increases the druid's next attack by $s1 damage.,
6808,Rank 2,Increases the druid's next attack by $s1 damage.,
6809,Rank 3,Increases the druid's next attack by $s1 damage.,
6810,Rank 1,,
6811,Rank 2,,
6812,Rank 3,,
6813,,,$s1 damage inflicted to melee attackers.
6814,,"Inflicts $s1 Nature damage to an enemy every $t1 sec., increasing the time between its attacks by $s3% and slowing its movement by $s2% for $d.","$s1 Nature damage inflicted every $t1 sec.
Time between attacks increased by $s3%.
Movement speed reduced by $s2%."
6816,,,Strength reduced by $s1.
6817,,,Agility reduced by $s1.
6818,,Reduces the Intellect of nearby enemies by $s1 for $d.,Intellect reduced by $s1.
6819,,,Stamina reduced by $s1.
6820,,,
6821,,,
6822,,,
6823,,,
6844,,,
6864,,"Increases the Physical damage of the caster by $s1, but reduces movement speed by $s3%. Lasts $d.","Physical damage dealt is increased by $s1.
Movement speed reduced by $s3%."
6866,,Makes an enemy likely to drop its weapon. Lasts $d.,Chance to drop melee weapon when attacking.
6867,,,
6869,,,Stunned.
6870,,Makes an enemy likely to fall down when hit. Lasts $d.,Chance to fall down when hit.
6871,,,
6873,,Increases the Frost damage taken by an enemy by $s1 for $d.,Frost damage taken is increased by $s1.
6894,,,"Asleep.
$s2 Shadow damage inflicted after $t2 sec."
6896,,Summons and dismisses a rideable black ram.,Increases speed by $s2%.
6897,,Summons and dismisses a rideable blue ram.,Increases speed by $s2%.
6898,,Summons and dismisses a rideable white ram.,Increases speed by $s2%.
6899,,Summons and dismisses a rideable brown ram.,Increases speed by $s2%.
6900,,Finds a tuber in the ground.,
6902,,Makes you sneeze!,
6903,,,
6905,,Summons $s1 $lIllusionary Nightmare:Illusionary Nightmares; to aid the caster in battle for $d.,
6907,,Increases the time between an enemy's attacks by $s1% and its movement by $s2% for $d.,"Time between attacks increased by $s1%.
Movement speed reduced by $s2%."
6909,,"Curses an enemy for $d., giving it $h% chance to take $6910s1 damage on attack.",$h% chance to take $6910s1 damage on attack.
6910,,,
6913,,Summons $s1 $lForce of Nature:Forces of Nature; to aid the caster in battle for $d.,
6917,,"Spits poison at an enemy, inflicting Nature damage, then additional damage every $t2 sec. for $d.",Nature damage inflicted every $t2 sec.
6918,,Use in Razorfen Kraul near buried tubers to summon a Snufflenose Gopher.,
6920,Rank 2,Puts the caster in stealth mode. Lasts until cancelled.,Stealthed.
6921,Rank 1,"Increases the Physical damage dealt by the caster by $s2 and speeds its movement by $s1% for $d. Also curses an enemy on the first successful hit, reducing the Physical damage it deals by $6922s2, reducing the magical damage it deals by $6922s3, and increasing the Physical damage it takes by $6922s1 for $6922d.","Movement speed increased by $s1%.
Physical damage dealt is increased by $s2."
6922,,,"Physical damage taken is increased by $s1.
Physical damage dealt is reduced by $s2.
Magical damage dealt is reduced by $s3."
6923,,,
6924,,,
6925,,,
6927,Rank 1,"Inflicts normal damage plus $s2 to an enemy when attacking from stealth, stunning it $d. Awards $s3 combo $lpoint:points;.",Stunned.
6940,Rank 1,"Places a Blessing on the party member, transfering $s1 damage taken per hit to the caster.  Lasts $d.  Players may only have one Blessing on them per Paladin at any one time.",Transfers $s1 damage taken per hit to the paladin.
6941,Rank 1,,
6942,,"Silences an enemy, preventing it from casting spells for $d.",Cannot cast spells.
6945,,,Stunned.
6946,,,Your heart has been weakened....
6947,,,
6949,Rank 1,"Launches a bolt of ice at an enemy, inflicting $s1 Frost damage.",
6950,,"Reduces an enemy's armor by $s1 for $d. While affected, the target cannot use stealth or invisibility.","Armor reduced by $s1.
Cannot use stealth or invisibility."
6951,,Reduces an enemy's Strength by $s1 for $d.,Strength reduced by $s1.
6954,,,
6955,,,
6957,Rank 1,Increases an ally's Strength by $s1 for $d.,Strength increased by $s1.
6958,,"Drains $s1 health from an enemy, transferring it to the caster.",
6960,Rank 1,Surrounds an ally with a shield of crackling electricity that lasts $d. and inflicts $s1 Nature damage to melee attackers.,$s1 Nature damage inflicted to melee attackers.
6961,,,
6962,,,
6964,Rank 0,,
6965,,Channels the arcane energies from a creature that has taken the form of a chicken.,
6966,Rank 0,,
6969,Rank 2,Frees your master from any bonds.,
6970,Rank 2,,
6973,,,
6974,,Use on the Gnome Camera Terminal.,
6978,Rank 4,,
6979,Rank 2,"Fires a flaming shot at the enemy, doing an additional $s1 and making the damage fire based.",
6980,Rank 3,"Fires a flaming shot at the enemy, doing an additional $s1 and making the damage fire based.",
6981,Rank 2,,
6982,,"Stuns nearby enemies, rendering them unable to move or attack for $d.",Stunned.
6983,Rank 3,,
6984,Rank 2,"Fires a frost shot at the enemy, causing $s1 additional frost damage and slowing the enemy's movement speed by $s2%.",
6985,Rank 3,"Fires a frost shot at the enemy, causing $s1 additional frost damage and slowing the enemy's movement speed by $s2%.",
6986,Rank 2,,
6987,Rank 3,,
6991,,Feed your pet the selected item.  Feeding your pet increases happiness.  Using food close to the pet's level will have a better result.,
6992,Rank 2,,
6993,Rank 1,,
6995,Rank 2,,
6997,Rank 2,,
6998,,,
6999,Rank 2,,
7000,,,
7001,Rank 1,,Restore $s1 health every $t1 sec.
7020,,Increases the caster's armor by $s1 for $d.,Armor increased by $s1.
7022,,,
7023,,,
7030,Rank 2,,
7031,Rank 3,,
7032,Rank 4,,
7033,,,
7035,,,
7036,,,
7038,,,Skill at using swords is reduced by $s1.
7039,,,Skill at using axes is reduced by $s1.
7040,,,Skill at using daggers is reduced by $s1.
7041,,,Skill at using maces is reduced by $s1.
7042,,,Skill at using staves is reduced by $s1.
7043,,,Skill at using bows is reduced by $s1.
7044,,,Skill at using guns is reduced by $s1.
7045,,,Skill at using two-handed axes is reduced by $s1.
7046,,,Skill at using two-handed maces is reduced by $s1.
7047,,,Skill at using two-handed swords is reduced by $s1.
7048,,,Defense reduced by $s1.
7049,,,Skill at casting Fire spells is reduced by $s1.
7050,,,Skill at casting Frost spells is reduced by $s1.
7051,,,Skill at casting Holy spells is reduced by $s1.
7053,,,Skill at casting Shadow spells is reduced by $s1.
7054,,"Curses an enemy for $d., periodically reducing one of its skills by $7038s1.",Periodic skill reduction.
7056,,,
7057,,"Curses an enemy for $d., causing it to be periodically haunted by malevolent ghosts.",Haunted...
7067,,,
7068,,Reduces healing effects for an enemy by $s1% for $d.,Healing effects reduced by $s1%.
7069,,Increases the Physical damage dealt by nearby party members by $s1. Players may only have one aura on them per paladin at any one time. The aura lasts until cancelled.,Physical damage dealt is increased by $s1.
7072,,,Physical damage dealt is increased by $s1.
7074,,"Silences nearby enemies, preventing them from casting spells for $d.",Cannot cast spells.
7076,,,
7077,,,
7078,,,
7079,,,
7081,,,
7082,,,
7083,,,
7084,,,
7090,Shapeshift,"Shapeshifts into a bear for $d., increasing armor and hit points, as well as allowing the use of various bear abilities.","Shapeshifted into bear.
Armor and hit points increased."
7092,,Increases the next attack by $s1 damage.,
7093,,"Intimidates an enemy, causing it to flee in terror for $d. Only 1 target can be feared at a time.",Fleeing in fear.
7095,,,
7098,,"Curses an enemy for $d., giving it $h% chance to heal its target by $7099s1 on attack.",$h% chance to heal enemy target on hit.
7099,,,
7101,Rank 3,Inflicts $s1 Fire damage to an enemy.,
7102,,"Increases the time betwen an enemy's attacks by $s1% and its casting by $s2%, as well as adding $h% chance to spread the contagion to an ally when hit. Lasts $d.","Time between attacks increased by $s1%.
Casting speed reduced by $s2%.
$h% chance to spread contagion to allies when hit."
7103,,,"Time between attacks increased by $s1%.
Casting speed reduced by $s2%.
$h% chance to spread contagion to allies when hit."
7104,,Allows the caster to play the animation for stealth without the invis.,
7105,Rank 1,Fire at the target with a ranged weapon.,
7106,,Heals the caster's pet for $s1.,
7107,,Summons $s1 $lWolfguard Worg:Wolfguard Worgs; to accompany the caster until dismissed.,
7108,Rank 1,Removes 1 negative spell effect from user.  Cleans with the power of lemon.,
7109,,,
7120,,,"Armor increased by $s1.
Stamina increased by $s2."
7121,,"Creates an anti-magic shell around the caster, giving it magic immunity for $d.",Immune to magic.
7122,,"Drains $s1 health from an enemy, healing the caster for up to twice that amount.",
7124,,Inflicts $s1 Shadow damage to an enemy every $t1 sec. for $d.,$s1 Shadow damage inflicted every $t1 sec.
7125,,"Inflicts $s1 Nature damage to an enemy every $t1 sec. Also drains $s2 mana every $t2 sec., transferring it to the caster. Lasts $d.","$s1 Nature damage inflicted every $t1 sec.
$s2 mana leeched every $t2 sec."
7126,,,
7127,,"Increases the time between an enemy's attacks speed by $s1%, slows its casting speed by $s3%, and slows its movement by $s2%. Lasts $d.","Time between attacks increased by $s1%.
Casting speed reduced by $s3%.
Movement speed reduced by $s2%."
